ID,Age,Education,Marital Status,Income,Kid home,Teen home,AlcLiquidAmount,VegAmount,MeatAmt,FishAmt,ChocolateAmt,CommoditiesAmt,Country,LeadConvo
5935,66,Master,Single,"55,284.00",0,1,268,11,88,15,3,22,SA,0
5929,49,PhD,Married,"37,401.00",0,0,562,81,276,80,40,81,CA,0
5922,48,PhD,Married,"40,344.00",0,0,965,34,586,89,86,37,SP,0
5909,58,Graduation,Married,"58,512.00",0,1,78,0,11,0,0,7,SP,0
5907,70,Master,Married,"33,444.00",0,1,479,28,136,75,14,35,CA,0
5899,72,PhD,Together,"5,648.00",0,2,169,24,553,188,0,144,CA,1
5896,35,Master,Married,"73,395.00",1,0,24,0,8,0,0,1,SA,0
5892,42,Graduation,Married,"34,968.00",1,0,1181,107,199,39,30,30,SP,0
5885,49,2nd Cycle,Married,"35,688.00",0,1,614,16,132,43,33,33,CA,0
5883,50,Graduation,Married,"77,981.00",1,0,0,0,1,8,3,2,SA,0
5872,71,Graduation,Single,"60,689.00",0,0,179,2,64,38,17,58,SP,0
5871,43,Master,Together,"24,401.00",0,0,751,127,687,20,15,31,CA,0
5868,42,Graduation,Married,"19,107.00",1,1,866,21,151,28,21,86,SP,0
5866,48,Graduation,Together,"48,186.00",0,1,1103,0,45,0,0,34,SP,0
5863,69,Graduation,Married,"47,703.00",1,1,483,0,108,0,6,36,SA,0
5848,52,Graduation,Together,"81,205.00",1,0,53,3,49,7,4,5,CA,3
5847,53,Graduation,Divorced,"69,901.00",1,1,19,18,33,24,1,8,SP,0
5846,45,Graduation,Divorced,"40,246.00",0,2,593,30,91,29,22,7,SP,0
5841,56,Graduation,Together,"60,894.00",1,0,76,14,74,13,5,10,SP,0
5837,55,Graduation,Married,"51,479.00",0,1,400,4,35,6,0,22,SP,0
5835,46,PhD,Divorced,"14,849.00",0,0,454,194,106,31,22,43,CA,0
5832,62,2nd Cycle,Together,"92,556.00",1,1,6,12,3,21,6,40,SP,0
5831,55,Graduation,Married,"77,870.00",0,1,6,7,4,3,4,6,SP,2
5830,50,PhD,Single,"86,857.00",0,0,3,1,2,4,3,1,SP,0
5827,64,Graduation,Divorced,"35,246.00",0,0,458,81,356,106,50,40,CA,0
5824,50,PhD,Together,"34,578.00",0,0,627,120,414,121,80,93,AUS,0
5823,52,PhD,Single,"32,303.00",0,0,227,23,389,42,21,75,SP,0
5802,50,Basic,Married,"14,188.00",0,0,412,22,132,59,28,183,AUS,0
5796,59,Graduation,Married,"77,437.00",1,1,13,2,21,4,0,24,SP,1
5794,48,PhD,Married,"46,374.00",2,1,292,3,77,10,3,26,SA,2
5790,37,Graduation,Married,"31,158.00",0,0,816,42,450,55,56,154,GER,0
5788,50,Graduation,Together,"46,053.00",1,1,105,0,9,2,1,4,SP,0
5782,40,2nd Cycle,Together,"58,582.00",0,1,54,0,7,0,0,4,AUS,1
5763,50,Master,Together,"49,854.00",0,1,263,5,233,69,41,83,SA,0
5758,40,Graduation,Married,"65,169.00",1,1,38,4,22,3,3,3,SP,4
5756,39,Graduation,Together,"39,453.00",2,1,406,0,30,0,0,8,SA,0
5751,49,2nd Cycle,Divorced,"31,163.00",0,1,707,20,171,65,60,50,SP,0
5748,57,Graduation,Married,"59,754.00",1,1,177,2,71,3,2,20,SA,0
5740,52,2nd Cycle,Divorced,"25,959.00",0,1,158,19,288,25,0,38,SP,0
5735,31,Master,Single,"90,638.00",1,0,1,3,2,20,30,47,CA,1
5734,48,PhD,Married,"61,917.00",0,0,124,83,267,85,59,35,SP,0
5731,39,Master,Married,"27,100.00",0,0,173,26,255,35,71,81,IND,0
5726,39,Master,Single,"31,788.00",0,0,737,21,106,55,63,210,SP,0
5723,46,PhD,Together,"49,187.00",0,1,70,54,109,80,9,45,SP,0
5721,66,PhD,Married,"84,117.00",1,0,1,1,1725,1,1,1,US,1
5718,72,Graduation,Married,"80,763.00",1,0,25,5,19,7,0,23,GER,2
5710,52,Graduation,Together,"40,548.00",0,1,313,15,47,20,0,192,SP,1
5692,33,Basic,Married,"25,443.00",0,0,604,28,674,91,28,28,SA,0
5687,42,Graduation,Divorced,"81,702.00",0,0,2,23,11,8,6,46,SP,0
5684,51,Master,Divorced,"44,635.00",1,1,490,0,184,10,28,21,IND,0
5682,69,PhD,Single,"64,108.00",1,0,139,13,78,20,13,36,SP,0
5680,38,2nd Cycle,Married,"35,684.00",0,1,760,80,466,17,13,80,SA,0
5675,62,PhD,Divorced,"50,611.00",1,0,384,25,292,130,41,64,SP,1
5667,58,PhD,Married,"60,896.00",0,1,156,29,56,30,32,47,SA,0
5654,50,Graduation,Married,"36,026.00",0,0,864,134,768,150,38,172,SA,0
5644,65,Graduation,Together,"42,213.00",1,0,562,58,168,43,16,142,IND,1
5642,43,Master,Together,"62,499.00",0,0,37,32,38,11,3,18,SP,0
5636,59,Graduation,Single,"30,983.00",0,0,1285,105,653,28,21,0,SP,0
5633,42,Graduation,Married,"50,183.00",0,1,176,72,98,136,21,229,GER,0
5631,31,Graduation,Single,"49,767.00",1,1,158,0,76,13,7,71,AUS,0
5628,40,Graduation,Together,"61,416.00",0,1,67,15,80,17,11,80,US,1
5626,58,PhD,Single,"61,798.00",1,0,175,10,110,54,6,27,SP,0
5623,42,Master,Married,"31,535.00",0,1,1000,0,76,0,0,10,IND,1
5621,53,Graduation,Married,"48,752.00",0,1,686,17,142,23,26,35,SP,0
5610,57,Graduation,Together,"33,456.00",0,0,1349,16,249,43,16,33,CA,0
5602,33,PhD,Together,"66,973.00",0,1,223,2,31,0,2,39,SP,0
5596,66,2nd Cycle,Together,"58,821.00",1,1,31,1,8,0,0,8,SP,0
5589,58,Graduation,Divorced,"51,983.00",1,1,230,14,156,82,24,58,SA,0
5585,50,Graduation,Single,"21,359.00",0,0,332,194,377,149,125,57,IND,0
5577,39,Graduation,Together,"43,776.00",1,1,623,53,178,23,17,133,CA,0
5564,53,Graduation,Together,"62,882.00",2,1,59,0,11,4,2,5,SA,0
5562,48,Graduation,Married,"60,093.00",0,0,56,7,48,10,2,18,IND,0
5558,68,PhD,Single,"90,933.00",0,0,1,1,1,1,1,1,SP,1
5555,47,Graduation,Divorced,"153,924.00",0,0,168,148,444,32,172,148,SA,0
5552,59,Master,Divorced,"48,721.00",0,1,197,107,227,7,59,131,SA,0
5547,40,PhD,Married,"84,169.00",1,0,3,6,5,0,2,6,SP,2
5545,50,PhD,Married,"78,075.00",1,0,25,3,16,8,5,2,AUS,0
5544,52,Graduation,Single,"67,384.00",1,0,15,6,8,7,4,25,IND,1
5543,56,Graduation,Together,"57,811.00",1,1,215,13,87,17,17,24,SP,1
5538,47,Graduation,Divorced,"83,829.00",1,0,4,12,5,3,16,17,CA,3
5536,63,Graduation,Together,"87,771.00",1,0,9,9,11,13,10,16,CA,4
5534,47,Master,Married,"47,808.00",0,1,462,61,184,10,53,107,SP,1
5529,76,PhD,Together,"64,014.00",1,0,80,15,93,20,13,52,SA,1
5527,35,Graduation,Together,"22,434.00",0,0,1142,29,249,38,29,14,SP,0
5524,65,Graduation,Single,"58,138.00",1,1,8,2,5,3,0,3,AUS,0
5519,66,Graduation,Together,"64,090.00",1,0,19,0,35,6,4,17,SP,0
5517,53,Graduation,Married,"25,293.00",0,0,912,72,170,47,36,97,CA,0
5513,56,Graduation,Together,"37,758.00",0,0,279,172,74,38,8,246,GER,0
5512,45,Master,Married,"55,842.00",1,1,167,2,44,6,2,19,SA,0
5510,45,Master,Married,"43,263.00",0,1,62,1,57,19,11,48,SP,0
5493,46,Graduation,Married,"39,356.00",0,1,316,58,161,76,51,135,SA,1
5491,71,Master,Together,"47,352.00",0,1,673,0,199,37,47,26,SP,0
5474,52,Graduation,Single,"43,020.00",0,1,502,19,132,0,6,26,SP,0
5462,48,Graduation,Married,"67,445.00",1,0,11,12,35,3,5,12,SA,0
5455,51,PhD,Married,"32,011.00",0,0,345,53,528,98,75,97,SP,0
5454,43,Master,Married,"45,057.00",0,1,691,0,69,10,0,130,SP,0
5453,66,Master,Married,"90,226.00",1,0,3,0,5,13,0,1,CA,1
5441,57,PhD,Widow,"54,111.00",1,1,35,1,16,0,1,1,CA,0
5430,66,Graduation,Together,"54,450.00",0,0,437,8,206,160,49,42,AUS,0
5429,74,PhD,Married,"45,579.00",0,1,261,42,144,55,48,133,SA,0
5424,39,Graduation,Married,"39,922.00",0,1,575,80,428,208,93,80,SP,0
5423,39,Graduation,Together,"28,359.00",0,0,709,93,374,104,80,80,GER,0
5407,68,Graduation,Together,"53,103.00",0,2,369,9,87,12,14,34,SP,1
5396,34,Graduation,Married,"68,487.00",1,0,22,3,30,0,5,15,CA,0
5394,43,Basic,Single,"16,014.00",0,0,179,21,273,0,21,63,SP,0
5393,45,Graduation,Single,"23,763.00",0,1,835,73,380,114,73,43,AUS,0
5389,58,Graduation,Married,"48,920.00",1,1,454,0,171,8,19,32,SP,1
5386,69,Graduation,Together,"94,384.00",1,0,6,4,9,6,36,35,SP,3
5376,43,Graduation,Married,"2,447.00",0,0,1000,19,711,125,115,38,SP,0
5371,33,Graduation,Single,"21,474.00",0,0,267,98,606,48,70,98,SA,1
5370,49,PhD,Married,"32,644.00",0,1,495,33,255,11,33,8,SP,1
5350,31,Master,Single,"90,638.00",1,0,39,1,9,2,0,8,SP,1
5346,49,2nd Cycle,Married,"23,559.00",1,1,12,0,13,4,2,4,CA,0
5342,46,Basic,Divorced,"9,548.00",0,0,162,28,818,0,28,56,CA,0
5341,60,2nd Cycle,Divorced,"81,975.00",1,1,27,0,10,0,0,4,SP,1
5336,51,Master,Together,"157,733.00",0,0,8,4,10,2,2,4,AUS,0
5332,62,2nd Cycle,Married,"82,504.00",0,1,9,0,6,3,1,3,SP,0
5331,45,Graduation,Married,"74,985.00",0,0,2,6,28,13,4,16,SP,0
5329,73,PhD,Divorced,"35,946.00",0,0,336,28,282,184,54,54,SP,0
5324,41,PhD,Married,"58,293.00",0,1,202,5,74,11,5,14,SA,0
5320,49,Master,Divorced,"44,051.00",1,1,135,0,10,0,4,36,SP,0
5316,46,Master,Together,"21,024.00",0,0,938,142,754,159,81,183,SP,0
5314,71,Graduation,Together,"40,689.00",0,0,521,168,706,80,76,61,CA,0
5313,51,Master,Married,"38,196.00",0,0,71,22,112,138,89,29,SP,0
5304,48,PhD,Single,"30,899.00",0,0,315,26,473,220,12,182,SA,0
5303,48,PhD,Together,"79,632.00",1,0,2,5,7,0,18,18,CA,0
5302,36,Graduation,Together,"78,394.00",0,0,45,47,52,21,20,25,SA,0
5300,49,Master,Married,"38,961.00",1,0,1047,0,140,67,38,153,SP,0
5299,52,PhD,Married,"69,084.00",1,2,28,9,37,12,7,13,SP,0
5294,33,Graduation,Single,"18,358.00",0,0,152,27,103,106,54,81,SP,0
5290,58,PhD,Married,"41,551.00",0,1,512,0,83,0,0,41,SP,0
5289,47,2nd Cycle,Single,"41,658.00",0,1,371,22,39,6,0,92,SP,0
5287,49,Graduation,Married,"34,961.00",1,0,1181,107,199,39,30,30,SP,0
5286,35,Master,Single,"41,020.00",0,1,104,12,48,4,12,5,CA,0
5283,46,PhD,Single,"42,473.00",0,1,269,129,495,182,43,29,IND,0
5278,58,Graduation,Married,"82,224.00",0,0,3,2,7,0,4,2,SP,1
5272,57,Master,Married,"53,843.00",0,0,202,47,197,55,42,149,US,0
5268,62,Graduation,Married,"29,440.00",0,0,570,73,614,133,102,73,CA,0
5267,52,Graduation,Divorced,"33,986.00",1,0,5,3,10,12,7,20,SA,0
5263,45,2nd Cycle,Married,"31,056.00",0,0,503,27,419,90,139,153,SP,0
5253,66,Master,Together,"54,603.00",0,1,102,1,15,2,0,24,SP,0
5252,53,Graduation,Divorced,"23,910.00",0,0,1060,21,530,32,0,224,SP,0
5247,67,PhD,Married,"38,725.00",1,0,303,0,280,60,147,15,SP,0
5237,72,PhD,Single,"48,767.00",1,1,111,16,37,7,9,18,SP,0
5236,43,Graduation,Together,"77,568.00",1,1,17,0,3,0,0,1,SP,3
5234,55,2nd Cycle,Together,"30,753.00",0,0,526,80,553,123,94,53,SP,0
5232,57,Graduation,Married,"69,139.00",1,0,23,1,13,2,2,18,SP,0
5231,48,2nd Cycle,Married,"45,894.00",0,1,580,6,58,8,0,27,IND,0
5229,53,PhD,Together,"54,132.00",1,0,308,0,73,0,0,23,SP,0
5223,56,Master,Together,"45,903.00",1,0,191,56,139,51,8,100,AUS,0
5221,65,Graduation,Married,"52,852.00",0,1,459,0,24,6,0,4,US,1
5209,68,Graduation,Divorced,"50,002.00",0,1,896,10,101,13,10,34,CA,0
5207,59,PhD,Married,"53,378.00",1,1,28,0,6,1,1,13,US,0
5204,51,Graduation,Together,"74,538.00",0,1,35,0,13,2,0,2,SP,1
5186,67,PhD,Married,"58,482.00",1,1,19,1,17,2,0,2,AUS,1
5185,67,Graduation,Married,"74,268.00",1,0,1,3,8,2,5,5,CA,0
5184,27,Graduation,Single,"34,824.00",0,1,448,4,34,6,4,39,IND,0
5181,40,Basic,Single,"24,367.00",0,0,565,42,548,64,83,99,SP,0
5180,54,PhD,Divorced,"50,616.00",0,1,789,0,142,12,9,38,SP,0
5177,48,Master,Married,"58,494.00",0,0,728,17,133,11,8,124,GER,0
5176,34,Graduation,Together,"29,604.00",0,1,133,27,421,13,195,71,SP,1
5172,46,Master,Together,"65,104.00",1,0,51,12,49,17,24,24,SP,0
5156,52,2nd Cycle,Married,"62,466.00",1,1,29,0,2,0,0,1,SP,0
5154,50,Master,Divorced,"37,760.00",0,1,225,162,387,106,36,29,SP,0
5153,55,PhD,Married,"77,766.00",0,0,7,23,78,133,49,144,SP,1
5150,43,Basic,Single,"20,194.00",0,0,1206,55,445,168,18,18,SA,0
5147,74,Graduation,Single,"90,842.00",0,0,2,1,2,1,1,1,CA,0
5140,37,PhD,Married,"64,355.00",0,0,7,1,6,0,3,3,SA,0
5138,72,Graduation,Together,"28,320.00",0,1,1073,0,629,145,37,37,SP,0
5136,49,Graduation,Single,"65,333.00",1,0,39,0,56,20,8,14,AUS,2
5125,62,Graduation,Married,"79,530.00",1,0,10,1,18,10,4,7,IND,0
5123,71,Master,Married,"27,450.00",0,0,586,66,653,17,0,26,SP,0
5121,45,Graduation,Single,"56,628.00",0,1,170,6,97,24,12,88,SP,1
5120,40,2nd Cycle,Together,"66,664.00",1,1,231,7,137,4,15,39,SP,0
5117,59,2nd Cycle,Married,"32,632.00",1,0,958,159,447,20,0,31,US,0
5114,57,Master,Married,"74,806.00",1,0,10,4,14,4,4,1,SP,0
5113,51,PhD,Divorced,"86,979.00",1,0,2,2,1,3,1,2,SP,1
5107,49,PhD,Divorced,"35,860.00",0,1,529,0,356,63,28,0,GER,1
5093,48,PhD,Divorced,"25,509.00",0,0,298,27,697,216,24,166,SP,0
5092,73,PhD,Widow,"51,569.00",1,1,205,20,47,23,2,56,SA,1
5084,47,Graduation,Widow,"58,330.00",1,0,37,0,7,3,0,3,US,0
5081,55,2nd Cycle,Together,"47,821.00",1,1,10,5,28,11,1,8,CA,0
5080,29,Graduation,Single,"70,515.00",0,0,40,2,15,8,0,6,SP,0
5077,43,Graduation,Together,"77,298.00",1,0,6,5,17,3,24,46,SP,0
5074,36,Master,Married,"28,072.00",0,0,712,26,538,69,13,80,AUS,0
5068,51,Graduation,Single,"22,804.00",0,0,829,138,430,60,92,15,SP,0
5067,28,Graduation,Together,"80,134.00",0,0,16,36,21,20,62,108,SP,4
5063,45,Graduation,Single,"28,769.00",0,0,203,35,305,46,17,227,GER,0
5062,59,PhD,Married,"54,072.00",1,1,80,3,26,4,2,14,SP,0
5057,61,Master,Married,"61,794.00",1,1,48,9,45,3,15,20,SP,0
5049,48,PhD,Together,"30,351.00",0,0,559,153,503,218,13,181,SA,0
5048,51,PhD,Single,"42,767.00",0,1,255,43,134,37,14,24,SA,0
5046,64,Graduation,Divorced,"78,331.00",1,0,10,0,8,0,0,9,SP,0
5043,71,Basic,Married,"26,997.00",0,1,1449,89,161,69,35,107,CA,0
5036,38,PhD,Single,"42,710.00",1,1,201,2,43,3,5,35,AUS,0
5031,48,Graduation,Together,"83,145.00",1,0,29,0,25,2,2,3,SP,1
5029,76,Graduation,Married,"18,100.00",0,0,1248,16,349,43,16,16,SP,0
5025,43,Graduation,Single,"48,526.00",1,1,63,6,57,13,13,22,SP,0
5015,46,Master,Married,"34,529.00",0,0,656,16,106,32,16,8,IND,0
5012,33,Graduation,Married,"28,691.00",0,1,438,66,400,12,38,114,SP,0
5011,59,Graduation,Divorced,"68,118.00",1,1,8,0,14,2,3,7,SA,0
5010,34,Graduation,Single,"25,008.00",0,1,721,0,152,119,50,50,SP,0
4998,60,Graduation,Together,"76,081.00",1,0,18,3,19,3,3,6,SP,1
4994,79,Master,Single,"77,598.00",1,0,12,0,13,2,0,10,GER,1
4992,47,Master,Together,"17,459.00",0,0,494,92,391,194,11,241,SA,0
4990,68,Graduation,Married,"59,111.00",1,1,20,0,14,7,3,1,SP,0
4988,74,PhD,Married,"34,469.00",0,1,664,9,240,50,19,57,SP,0
4974,52,Graduation,Single,"83,273.00",0,0,2,12,10,6,13,30,CA,0
4973,52,Graduation,Single,"20,587.00",0,0,556,54,845,202,133,63,CA,0
4971,60,PhD,Together,"31,497.00",0,0,967,0,617,43,50,0,AUS,0
4967,62,PhD,Together,"38,201.00",0,1,384,0,102,21,32,5,IND,0
4964,64,PhD,Together,"74,250.00",1,0,47,1,6,0,0,12,IND,0
4961,48,Master,Together,"21,255.00",0,0,734,22,350,151,25,100,SP,0
4954,66,Graduation,Married,"48,195.00",1,1,293,0,87,4,11,23,SP,0
4947,56,2nd Cycle,Single,"89,572.00",0,0,4,8,11,12,2,13,CA,2
4945,69,Graduation,Widow,"53,653.00",0,1,212,6,69,4,12,3,CA,0
4944,63,Graduation,Together,"71,367.00",1,0,7,5,39,17,15,37,SP,0
4943,69,Graduation,Married,"70,503.00",0,0,40,2,15,8,0,6,SA,2
4939,76,Graduation,Together,"37,760.00",0,1,642,14,49,0,7,57,CA,0
4937,49,2nd Cycle,Married,"46,094.00",0,0,267,140,599,34,12,127,SA,0
4931,45,Graduation,Together,"157,146.00",0,0,722,27,102,44,72,168,CA,0
4927,51,Graduation,Together,"16,626.00",0,0,399,28,756,36,40,126,CA,0
4915,66,2nd Cycle,Married,"53,230.00",1,1,97,12,84,13,10,15,SA,0
4910,55,Graduation,Divorced,"68,743.00",1,0,11,5,22,12,5,11,GER,0
4887,46,PhD,Divorced,"55,412.00",1,0,42,7,43,20,12,10,SP,0
4877,49,Master,Married,"38,576.00",0,1,258,107,291,84,37,86,GER,0
4867,54,PhD,Single,"38,236.00",1,1,112,6,92,3,9,38,SP,0
4865,48,Master,Divorced,"53,367.00",1,0,234,14,77,19,10,42,SP,0
4864,45,Graduation,Married,"34,380.00",0,0,196,0,512,33,130,54,SA,0
4860,52,Graduation,Single,"24,206.00",0,0,350,60,568,110,133,145,GER,0
4856,65,2nd Cycle,Married,"82,347.00",0,0,3,3,24,34,7,31,AUS,2
4855,48,PhD,Together,"30,351.00",0,1,811,76,428,99,137,107,CA,0
4843,70,Graduation,Single,"75,127.00",1,0,3,3,7,0,2,11,SA,0
4838,44,Graduation,Together,"22,775.00",0,0,507,93,520,242,40,26,AUS,0
4837,57,PhD,Married,"71,322.00",1,0,45,0,16,2,1,6,SP,0
4832,43,Graduation,Married,"27,244.00",0,0,840,53,804,23,71,17,CA,0
4828,68,Graduation,Divorced,"79,865.00",1,0,8,4,10,6,7,6,SP,0
4827,66,PhD,Single,"54,998.00",0,1,322,3,50,4,3,42,SA,0
4817,66,Graduation,Divorced,"22,304.00",0,0,493,70,324,146,40,84,SP,0
4808,66,Graduation,Married,"15,759.00",0,0,584,100,835,65,83,35,SP,0
4796,70,Graduation,Divorced,"49,638.00",0,1,620,16,165,0,24,82,CA,0
4791,42,Graduation,Together,"44,964.00",0,0,299,5,201,21,21,49,AUS,0
4790,64,Graduation,Divorced,"79,803.00",1,0,6,10,12,3,15,40,SA,0
4789,69,Graduation,Together,"80,812.00",0,0,4,24,11,16,1,25,CA,3
4786,45,Graduation,Married,"75,330.00",2,0,17,3,18,3,4,18,SP,0
4785,52,PhD,Together,"77,622.00",1,0,8,3,19,0,2,3,SP,0
4769,45,Master,Together,"57,954.00",1,0,5,1,5,10,0,7,SA,1
4767,57,2nd Cycle,Married,"70,924.00",1,1,8,0,8,0,0,2,SP,1
4764,70,Master,Together,"40,442.00",0,1,965,69,279,54,41,69,SP,0
4756,70,2nd Cycle,Divorced,"63,998.00",1,0,80,1,60,4,6,16,SP,0
4754,56,Master,Married,"33,585.00",0,0,161,0,253,199,191,122,SP,0
4749,54,Graduation,Together,"58,554.00",0,1,159,0,22,2,1,31,SP,0
4743,53,PhD,Married,"56,242.00",1,1,48,0,14,0,0,6,SP,0
4741,48,2nd Cycle,Married,"65,463.00",2,1,2,0,5,2,0,1,IND,1
4725,72,PhD,Together,"50,616.00",0,1,393,0,239,90,69,69,CA,0
4713,43,PhD,Married,"31,605.00",1,0,656,80,455,52,107,93,AUS,0
4712,31,2nd Cycle,Together,"20,193.00",0,0,510,120,550,156,40,241,AUS,0
4706,56,Graduation,Single,"34,704.00",0,0,778,44,499,95,73,146,SA,0
4702,58,Graduation,Single,"61,839.00",1,0,244,15,108,4,15,50,CA,0
4698,39,PhD,Married,"50,150.00",1,1,216,9,57,20,9,125,CA,0
4697,73,Master,Divorced,"35,416.00",0,0,456,19,832,75,118,38,SP,0
4692,46,Graduation,Married,"7,500.00",1,2,1279,15,287,20,0,15,CA,1
4690,69,Graduation,Married,"50,725.00",0,1,492,0,37,7,0,42,SA,0
4687,64,Master,Married,"80,739.00",1,0,4,22,11,3,7,32,SP,0
4686,60,PhD,Widow,"82,571.00",0,1,9,0,6,3,1,3,AUS,1
4682,64,Graduation,Married,"51,876.00",1,1,183,2,64,7,2,12,CA,0
4679,45,Master,Married,"78,710.00",0,0,2,2,11,41,7,11,SP,0
4676,71,Master,Widow,"73,705.00",1,0,155,1,25,0,1,3,SA,0
4673,59,PhD,Married,"81,300.00",1,0,16,17,19,20,21,22,SP,1
4669,41,Basic,Married,"24,480.00",0,0,471,102,125,212,61,245,AUS,0
4656,32,2nd Cycle,Single,"51,250.00",0,1,82,33,54,71,30,41,SP,1
4654,30,Graduation,Together,"75,114.00",1,0,68,7,59,10,5,11,SP,0
4653,44,Graduation,Together,"42,011.00",0,1,523,7,134,37,14,169,AUS,0
4646,71,2nd Cycle,Married,"78,497.00",1,0,2,6,4,3,1,9,SP,1
4643,49,Graduation,Married,"27,803.00",0,0,265,138,553,224,23,92,SA,0
4640,55,Graduation,Divorced,"70,647.00",2,1,4,0,2,0,0,2,CA,0
4637,68,PhD,Single,"74,637.00",1,0,14,0,24,3,3,2,SP,1
4619,77,PhD,Single,"113,734.00",0,0,1009,181,104,202,21,207,SP,0
4611,52,Graduation,Together,"105,471.00",1,0,24,3,26,7,1,23,IND,2
4609,56,PhD,Married,"57,705.00",0,1,33,8,10,2,10,3,SA,0
4608,35,Graduation,Divorced,"81,361.00",1,0,14,1,7,2,1,1,SA,0
4607,63,Graduation,Together,"71,367.00",1,0,9,0,3,0,0,4,SP,0
4603,62,PhD,Married,"65,695.00",0,0,202,2,46,3,2,10,SP,0
4599,46,Master,Married,"49,681.00",0,1,378,0,88,19,4,73,SA,0
4597,52,PhD,Together,"82,072.00",0,0,30,3,47,19,21,42,CA,0
4587,78,Master,Widow,"45,006.00",0,1,445,53,213,104,98,151,SP,0
4580,53,Graduation,Married,"75,759.00",1,1,24,0,7,0,0,1,SP,3
4557,52,Graduation,Together,"22,070.00",0,0,1252,0,465,46,35,0,SA,0
4554,57,Graduation,Together,"47,009.00",0,0,760,38,104,50,9,38,SP,0
4552,31,Graduation,Married,"51,373.00",0,1,152,3,22,2,5,7,IND,0
4550,56,Master,Together,"33,564.00",0,0,295,35,482,121,120,40,AUS,0
4548,41,Graduation,Single,"41,967.00",0,1,330,5,159,36,27,16,CA,0
4547,62,Graduation,Together,"13,672.00",1,0,6,17,16,6,16,42,SP,0
4543,42,Graduation,Married,"82,497.00",1,0,11,2,9,3,0,8,SP,1
4541,67,Graduation,Together,"38,946.00",0,1,200,5,44,0,10,20,SP,0
4530,74,Master,Widow,"78,427.00",0,0,1,0,5,0,3,9,GER,1
4518,43,Graduation,Together,"85,693.00",0,0,6,4,1,7,2,15,SA,0
4508,70,Graduation,Single,"75,127.00",1,0,9,1,24,2,1,2,SP,0
4507,70,Graduation,Single,"72,228.00",1,0,16,7,23,0,8,6,SA,0
4501,57,Master,Single,"69,882.00",1,0,68,6,38,3,6,41,SP,0
4500,31,PhD,Together,"68,682.00",1,0,10,4,7,0,6,3,SP,0
4491,73,Master,Married,"62,845.00",0,1,261,23,73,4,23,50,SP,1
4487,53,Master,Single,"39,858.00",0,1,977,12,253,16,12,101,SP,0
4483,29,Graduation,Single,"72,354.00",1,0,74,0,42,2,1,6,SP,0
4480,49,Master,Married,"60,432.00",1,0,30,5,24,6,3,8,SP,0
4478,43,Graduation,Married,"63,777.00",0,1,16,4,12,2,4,321,SP,0
4477,64,Graduation,Together,"69,096.00",1,1,36,0,12,2,2,10,SA,0
4475,73,PhD,Married,"69,098.00",1,0,75,12,141,43,39,187,SP,0
4472,52,PhD,Divorced,"35,682.00",0,0,561,64,785,84,128,48,SP,0
4470,60,Master,Married,"58,646.00",1,1,167,2,89,0,0,34,IND,0
4459,33,Graduation,Single,"30,279.00",0,2,612,91,520,258,107,107,SP,0
4452,65,Graduation,Single,"50,388.00",1,1,215,7,33,3,0,13,IND,2
4444,50,Graduation,Married,"30,023.00",0,0,1001,12,240,16,12,12,CA,0
4442,61,Graduation,Single,"46,524.00",0,1,614,35,160,58,35,35,SP,0
4440,58,Master,Married,"64,100.00",1,0,127,1,56,0,1,31,SP,1
4437,60,Graduation,Married,"65,316.00",1,1,32,0,5,0,0,1,SP,0
4436,46,Graduation,Single,"20,180.00",0,0,204,34,204,172,153,173,SP,0
4432,46,Graduation,Divorced,"31,615.00",1,0,656,80,455,52,107,93,SP,0
4427,27,2nd Cycle,Single,"83,257.00",0,0,36,4,18,6,2,18,SP,2
4426,47,Graduation,Single,"55,801.00",0,1,200,19,111,50,15,19,CA,1
4418,39,Master,Single,"89,616.00",1,0,5,7,31,15,4,7,SP,0
4415,61,Graduation,Married,"16,860.00",0,0,913,26,376,17,26,13,SP,0
4406,52,Graduation,Together,"67,419.00",0,1,213,9,76,4,3,30,SA,0
4405,66,Master,Married,"63,915.00",1,0,15,20,25,2,7,26,SA,0
4399,53,Graduation,Together,"68,695.00",1,0,30,5,23,4,1,4,SA,0
4394,57,PhD,Married,"81,051.00",0,0,0,0,1,2,12,5,SP,2
4391,54,Master,Divorced,"63,841.00",1,0,29,12,59,19,1,36,SA,0
4390,68,Graduation,Together,"75,315.00",1,0,7,1,6,3,1,11,SP,0
4385,41,PhD,Single,"36,038.00",0,0,864,134,768,150,38,172,SP,0
4381,51,PhD,Married,"46,463.00",0,1,656,38,161,62,47,37,AUS,0
4377,51,Graduation,Married,"52,914.00",1,1,297,0,38,13,0,152,IND,1
4376,62,2nd Cycle,Single,"32,218.00",0,1,711,36,217,172,96,168,SP,1
4370,56,Graduation,Together,"43,482.00",0,1,73,0,13,0,1,0,CA,0
4369,65,Master,Absurd,"65,487.00",0,1,233,0,23,0,0,12,SA,0
4368,42,Graduation,Married,"47,850.00",2,0,374,64,116,84,25,64,IND,0
4356,51,Graduation,Together,"71,819.00",1,0,239,3,141,0,7,23,SP,2
4351,67,Graduation,Divorced,"37,244.00",0,1,909,11,218,0,0,23,SP,1
4339,52,PhD,Married,"67,353.00",1,1,21,5,3,10,1,7,SP,0
